      8     8    14    20      -222.355951128      -38.7867613672      -261.142712495      -7.68066801456
     12     8    14    20      -223.747247875      -63.2841770272      -287.031424902      -8.44210073241
     16     8    14    20      -223.588044483      -71.8376121811      -295.425656664      -8.68898990189
     20     8    14    20      -222.969154892      -73.6273367727      -296.596491664      -8.72342622542
     24     8    14    20      -221.775972212      -73.7364506204      -295.512422832      -8.69154184801
     28     8    14    20      -219.235256195      -73.1838606963      -292.419116891      -8.60056226151
      8    10    14    20      -231.921502276      -48.8845871235        -280.8060894       -8.2590026294
     12    10    14    20      -223.791694087      -71.1899250655      -294.981619153      -8.67592997508
     16    10    14    20      -223.750964994      -74.9487724678      -298.699737462      -8.78528639593
     20    10    14    20      -223.570372918      -74.7545349814        -298.3249079      -8.77426199706
     24    10    14    20      -222.943077565      -74.4726235403      -297.415701106      -8.74752062075
     28    10    14    20      -221.597687268      -74.2574417208      -295.855128989      -8.70162144085
      8    12    14    20       -236.43219694      -57.3723271161      -293.804524056      -8.64130953106
     12    12    14    20      -223.799840908      -75.0066723109      -298.806513219      -8.78842685937
     16    12    14    20      -223.765096095      -75.8435847502      -299.608680845      -8.81202002486
     20    12    14    20      -223.700504524      -74.9346579147      -298.635162438      -8.78338713054
     24    12    14    20       -223.41567635      -74.5757663142      -297.991442664      -8.76445419599
     28    12    14    20      -222.647153187      -74.4683353882      -297.115488576      -8.73869084046
