      8     8     8    14      -110.677961791      -28.3202656077      -138.998227399      -6.31810124539
     12     8     8    14      -114.356107558      -39.2721464943      -153.628254052       -6.9831024569
     16     8     8    14      -114.240966982      -43.2683826319      -157.509349614      -7.15951589154
     20     8     8    14      -113.737177393      -44.1594130589      -157.896590452      -7.17711774781
     24     8     8    14      -112.822297189      -44.3322724931      -157.154569682      -7.14338953098
     28     8     8    14      -111.398286494      -44.2560732818      -155.654359776      -7.07519817161
      8    10     8    14      -115.675723162      -33.6119224603      -149.287645623      -6.78580207376
     12    10     8    14      -114.421557569      -43.0871920226      -157.508749591      -7.15948861778
     16    10     8    14      -114.335549405      -44.5439680757      -158.879517481      -7.22179624911
     20    10     8    14      -114.153282558      -44.4836771601      -158.636959718      -7.21077089628
     24    10     8    14      -113.705080311      -44.4348090619      -158.139889373      -7.18817678968
     28    10     8    14      -112.910730602      -44.4221926159      -157.332923218      -7.15149650991
      8    12     8    14      -117.775770391      -38.0565912055      -155.832361597      -7.08328916349
     12    12     8    14       -114.43649715      -44.9212323016      -159.357729451      -7.24353315688
     16    12     8    14      -114.384884185      -44.8882124151      -159.273096601      -7.23968620912
     20    12     8    14      -114.281247884      -44.5127893389      -158.794037223      -7.21791078287
     24    12     8    14      -114.050505607      -44.4403756051      -158.490881213      -7.20413096421
     28    12     8    14      -113.621705858      -44.4435681724      -158.065274031      -7.18478518322
