      8     8    20    20      -285.024190513      -44.7532154916      -329.777406005      -8.24443515012
     12     8    20    20       -282.27876856      -76.0339150403      -358.312683601      -8.95781709002
     16     8    20    20      -282.183733779      -86.0845620283      -368.268295807      -9.20670739518
     20     8    20    20      -281.567335774      -88.2799416214      -369.847277395      -9.24618193489
     24     8    20    20      -280.178543112      -88.1877450776      -368.366288189      -9.20915720474
     28     8    20    20      -276.453486829      -86.8244752348      -363.277962063      -9.08194905159
      8    10    20    20      -295.592411528      -57.6137764715      -353.206187999      -8.83015469998
     12    10    20    20      -282.340759252      -85.6992661026      -368.040025355      -9.20100063387
     16    10    20    20       -282.36324692      -90.0945596129      -372.457806533      -9.31144516332
     20    10    20    20       -282.16766446      -89.8103669667      -371.978031427      -9.29945078568
     24    10    20    20      -281.443339744      -89.4696425853       -370.91298233      -9.27282455825
     28    10    20    20      -279.570466073      -89.0925123805      -368.662978453      -9.21657446133
      8    12    20    20      -300.678622019      -68.2415713637      -368.920193383      -9.22300483457
     12    12    20    20      -282.345261886      -90.3843562961      -372.729618182      -9.31824045454
     16    12    20    20      -282.384227865      -91.2165429683      -373.600770833      -9.34001927082
     20    12    20    20      -282.351513741      -90.0554258102      -372.406939551      -9.31017348878
     24    12    20    20      -282.018232925       -89.607007087      -371.625240012       -9.2906310003
     28    12    20    20      -280.842046619      -89.4866270078      -370.328673626      -9.25821684066
