      8     8     2     2      -21.9052082074       -4.2231225766       -26.128330784      -6.53208269599
     12     8     2     2      -22.5435215112      -5.25616578925      -27.7996873005      -6.94992182512
     16     8     2     2      -22.5461050248      -5.60648500235      -28.1525900272      -7.03814750679
     20     8     2     2       -22.549546356      -5.67615730962      -28.2257036656       -7.0564259164
     24     8     2     2      -22.5500563101      -5.68147000316      -28.2315263133      -7.05788157831
     28     8     2     2      -22.5470968395        -5.677928271      -28.2250251105      -7.05625627763
      8    10     2     2      -22.3703970879      -4.82800886659      -27.1984059544      -6.79960148861
     12    10     2     2      -22.5469904118      -5.57013843172      -28.1171288436      -7.02928221089
     16    10     2     2      -22.5502602812      -5.67761024697      -28.2278705282      -7.05696763205
     20    10     2     2      -22.5518488236      -5.68440153961      -28.2362503632      -7.05906259079
     24    10     2     2      -22.5513856131      -5.68394477912      -28.2353303922      -7.05883259806
     28    10     2     2      -22.5501761898      -5.68253336556      -28.2327095553      -7.05817738883
      8    12     2     2      -22.5143210268       -5.2842295994      -27.7985506262      -6.94963765656
     12    12     2     2      -22.5476646171      -5.70995074307      -28.2576153602      -7.06440384004
     16    12     2     2      -22.5517407179      -5.69115871763      -28.2428994355      -7.06072485888
     20    12     2     2       -22.551850262      -5.68473808225      -28.2365883443      -7.05914708607
     24    12     2     2      -22.5517818352      -5.68462495055      -28.2364067857      -7.05910169643
     28    12     2     2      -22.5513636218      -5.68404190259      -28.2354055244      -7.05885138111
