------------------------------------------------------------------------

_Search parameters_:
Nucleus:39K

------------------------------------------------------------------------

A  	Element	A  	N  	Energy    	Unc     	JPi               	T1/2 (txt)               
39 	K      	19 	20 	5801.6    	0.6     	7/2-              	14 FS 7                  	1675.6    	        	60        	13      	          	        	          	          	        
39 	K      	19 	20 	5826.3    	0.7     	1/2-,3/2-         	14 FS LT                 	5825.8    	        	100       	        	[E1]      	        	          	          	        
39 	K      	19 	20 	5891      	2       	7/2-              	                         	1371      	        	20        	7       	          	        	          	          	        
39 	K      	19 	20 	5891      	2       	7/2-              	                         	3077      	        	100       	10      	          	        	          	          	        
39 	K      	19 	20 	5891      	2       	7/2-              	                         	727       	        	4         	3       	          	        	          	          	        
39 	K      	19 	20 	5891      	2       	7/2-              	                         	1765      	        	17        	7       	          	        	          	          	        
39 	K      	19 	20 	5937.9    	1.1     	5/2+              	2.6 FS 0.3               	5938.8    	2.4     	100       	        	M1+E2     	-0.6    	0.2       	          	        
39 	K      	19 	20 	6005.6    	0.4     	11/2-             	76 FS 28                 	2061.6    	0.3     	100       	        	M1(+E2)   	+0.02   	0.04      	          	        
39 	K      	19 	20 	6042      	3       	(1/2:7/2+)        	35 FS 15                 	6041      	        	100       	19      	          	        	          	          	        
39 	K      	19 	20 	6042      	3       	(1/2:7/2+)        	35 FS 15                 	1527      	        	92        	19      	          	        	          	          	        
39 	K      	19 	20 	6053      	3       	                  	24 FS 14                 	6053      	3       	100       	        	          	        	          	          	        
39 	K      	19 	20 	6093.0    	0.7     	5/2-,7/2-         	14 FS LT                 	3279.0    	0.6     	100       	        	          	        	          	          	        
39 	K      	19 	20 	6110.5    	1       	1/2-,3/2-         	76 FS 28                 	6110.0    	        	28        	6       	          	        	          	          	        
39 	K      	19 	20 	6110.5    	1       	1/2-,3/2-         	76 FS 28                 	3587.8    	        	100       	6       	[E1]      	        	          	          	        
39 	K      	19 	20 	6186      	2       	(1/2+:7/2+)       	                         	923       	        	100       	8       	          	        	          	          	        
39 	K      	19 	20 	6186      	2       	(1/2+:7/2+)       	                         	6185      	        	64        	8       	          	        	          	          	        
39 	K      	19 	20 	6192      	2       	(7/2-)            	                         	2248      	        	27        	6       	          	        	          	          	        
39 	K      	19 	20 	6192      	2       	(7/2-)            	                         	1672      	        	100       	6       	          	        	          	          	        
39 	K      	19 	20 	6246      	2       	1/2+              	                         	6246      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	6246.8    	1.6     	7/2               	20 FS 15                 	1568.2    	        	54        	8       	          	        	          	          	        
39 	K      	19 	20 	6246.8    	1.6     	7/2               	20 FS 15                 	3434.2    	0.6     	100       	8       	          	        	          	          	        
39 	K      	19 	20 	6332      	2       	3/2+              	0.270 FS 0.021           	6332      	2       	100       	        	          	        	          	          	        
39 	K      	19 	20 	6356      	2       	5/2+              	                         	2473      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6356      	2       	5/2+              	                         	6355      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6396      	2       	                  	                         	3582      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6396      	2       	                  	                         	2270      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6410      	2       	(1/2:7/2+)        	14 FS LT                 	6409      	2       	100       	4       	          	        	          	          	        
39 	K      	19 	20 	6410      	2       	(1/2:7/2+)        	14 FS LT                 	1896      	        	8         	4       	          	        	          	          	        
39 	K      	19 	20 	6434.2    	0.3     	13/2+             	128 FS 35                	2490.06   	0.11    	100       	        	E1(+M2)   	+0.02   	0.02      	          	        
39 	K      	19 	20 	6458      	2       	(1/2,3/2,5/2)+    	14 FS LT                 	6458      	2       	          	        	          	        	          	          	        
39 	K      	19 	20 	6458      	2       	(1/2,3/2,5/2)+    	14 FS LT                 	748       	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6465      	2       	                  	                         	6465      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6465      	2       	                  	                         	754       	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6475.1    	0.2     	15/2+             	8.2 PS 0.3               	756.85    	0.11    	100       	        	E1(+M2)   	+0.002  	0.015     	          	        
39 	K      	19 	20 	6501      	2       	(3/2,5/2)+        	59 FS 21                 	6499      	2       	          	        	          	        	          	          	        
39 	K      	19 	20 	6501      	2       	(3/2,5/2)+        	59 FS 21                 	2618      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6528      	2       	(1/2:7/2+)        	0.09 PS 0.06             	6525      	2       	100       	        	          	        	          	          	        
39 	K      	19 	20 	6546      	2       	7/2-              	14 FS LT                 	3732      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	6550      	3       	                  	                         	6550      	3       	          	        	          	        	          	          	        
39 	K      	19 	20 	6653      	2       	(3/2,5/2)+        	24 FS 14                 	6652      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6653      	2       	(3/2,5/2)+        	24 FS 14                 	2178      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6686      	2       	                  	35 FS LT                 	6685      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6740      	2       	(3/2+,5/2+)       	14 FS LT                 	2002      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6740      	2       	(3/2+,5/2+)       	14 FS LT                 	6740      	3       	          	        	          	        	          	          	        
39 	K      	19 	20 	6740      	2       	(3/2+,5/2+)       	14 FS LT                 	1567      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6740      	2       	(3/2+,5/2+)       	14 FS LT                 	2857      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6818      	3       	3/2+,5/2+         	                         	6818      	3       	          	        	          	        	          	          	        
39 	K      	19 	20 	6828      	2       	                  	49 FS LT                 	6827      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6828      	2       	                  	49 FS LT                 	1898      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	6916      	2       	3/2+,5/2+         	                         	6915      	2       	100       	        	          	        	          	          	        
39 	K      	19 	20 	6943      	2       	3/2+,5/2+         	                         	6942      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7021      	2       	(1/2:7/2+)        	                         	7020      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7051      	2       	(3/2,5/2)-        	                         	7050      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	7051      	2       	(3/2,5/2)-        	                         	4236      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	7092.1    	0.5     	(9/2-,13/2+)      	59 FS 21                 	3148.1    	0.4     	100       	        	D+Q       	        	          	          	        
39 	K      	19 	20 	7141.7    	0.2     	15/2-             	0.29 PS 0.08             	1787.65   	0.11    	57        	3       	E2        	        	          	          	        
39 	K      	19 	20 	7141.7    	0.2     	15/2-             	0.29 PS 0.08             	1423.41   	0.14    	10.0      	2.5     	          	        	          	          	        
39 	K      	19 	20 	7141.7    	0.2     	15/2-             	0.29 PS 0.08             	3197.23   	0.26    	100       	3       	E2        	        	          	          	        
39 	K      	19 	20 	7141.7    	0.2     	15/2-             	0.29 PS 0.08             	1134.6    	        	          	        	          	        	          	          	        
39 	K      	19 	20 	7170      	2       	(1/2:7/2)         	                         	7169      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7200      	2       	(3/2-,5/2,7/2+)   	                         	7199      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	7200      	2       	(3/2-,5/2,7/2+)   	                         	4385      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	7260      	2       	(3/2+)            	                         	4445      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	7260      	2       	(3/2+)            	                         	7259      	        	          	        	          	        	          	          	        
39 	K      	19 	20 	7461.8    	0.8     	(3/2-,5/2,7/2+)   	                         	2785      	        	1.2       	        	          	        	          	          	        
39 	K      	19 	20 	7461.8    	0.8     	(3/2-,5/2,7/2+)   	                         	3578      	        	1.6       	        	          	        	          	          	        
39 	K      	19 	20 	7461.8    	0.8     	(3/2-,5/2,7/2+)   	                         	2197      	        	3.1       	        	          	        	          	          	        
39 	K      	19 	20 	7461.8    	0.8     	(3/2-,5/2,7/2+)   	                         	3523      	        	1.8       	        	          	        	          	          	        
39 	K      	19 	20 	7461.8    	0.8     	(3/2-,5/2,7/2+)   	                         	7461      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7536.1    	0.9     	(1/2,3/2,5/2+)    	                         	3452      	        	6.4       	        	          	        	          	          	        
39 	K      	19 	20 	7536.1    	0.9     	(1/2,3/2,5/2+)    	                         	2216      	        	2.0       	        	          	        	          	          	        
39 	K      	19 	20 	7536.1    	0.9     	(1/2,3/2,5/2+)    	                         	4516      	        	3.2       	        	          	        	          	          	        
39 	K      	19 	20 	7536.1    	0.9     	(1/2,3/2,5/2+)    	                         	3440      	        	5.3       	        	          	        	          	          	        
39 	K      	19 	20 	7536.1    	0.9     	(1/2,3/2,5/2+)    	                         	1820      	        	5.1       	        	          	        	          	          	        
39 	K      	19 	20 	7536.1    	0.9     	(1/2,3/2,5/2+)    	                         	7535      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7536.1    	0.9     	(1/2,3/2,5/2+)    	                         	3597      	        	3.7       	        	          	        	          	          	        
39 	K      	19 	20 	7536.1    	0.9     	(1/2,3/2,5/2+)    	                         	2360      	        	1.9       	        	          	        	          	          	        
39 	K      	19 	20 	7536.1    	0.9     	(1/2,3/2,5/2+)    	                         	5013      	        	5.5       	        	          	        	          	          	        
39 	K      	19 	20 	7568.6    	0.2     	(15/2+)           	0.24 PS 0.07             	1094.3    	0.3     	100       	4       	D         	        	          	          	        
39 	K      	19 	20 	7568.6    	0.2     	(15/2+)           	0.24 PS 0.07             	1849.8    	0.5     	69.2      	1.9     	D         	        	          	          	        
39 	K      	19 	20 	7588      	2       	                  	0.21 PS LT               	1113      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7602.8    	0.9     	(3/2-,5/2,7/2+)   	                         	2002      	        	9         	        	          	        	          	          	        
39 	K      	19 	20 	7602.8    	0.9     	(3/2-,5/2,7/2+)   	                         	3663      	        	11        	        	          	        	          	          	        
39 	K      	19 	20 	7602.8    	0.9     	(3/2-,5/2,7/2+)   	                         	2865      	        	7         	        	          	        	          	          	        
39 	K      	19 	20 	7602.8    	0.9     	(3/2-,5/2,7/2+)   	                         	7602      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7602.8    	0.9     	(3/2-,5/2,7/2+)   	                         	3476      	        	11        	        	          	        	          	          	        
39 	K      	19 	20 	7602.8    	0.9     	(3/2-,5/2,7/2+)   	                         	2864      	        	23        	        	          	        	          	          	        
39 	K      	19 	20 	7602.8    	0.9     	(3/2-,5/2,7/2+)   	                         	4789      	        	14        	        	          	        	          	          	        
39 	K      	19 	20 	7602.8    	0.9     	(3/2-,5/2,7/2+)   	                         	3089      	        	52        	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	1805      	        	5.0       	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	4818      	        	637       	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	3549      	        	21        	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	2313      	        	11.5      	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	7631      	3       	100       	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	4613      	        	23        	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	3158      	        	6.0       	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	2032      	        	4.0       	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	5109      	        	6.0       	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	3749      	        	3.8       	        	          	        	          	          	        
39 	K      	19 	20 	7633.7    	0.7     	(3/2-,5/2+)       	                         	2367      	        	5.4       	        	          	        	          	          	        
39 	K      	19 	20 	7700.1    	0.9     	(3/2-,5/2,7/2-)   	                         	4886      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7700.1    	0.9     	(3/2-,5/2,7/2-)   	                         	3573      	        	59        	        	          	        	          	          	        
39 	K      	19 	20 	7700.1    	0.9     	(3/2-,5/2,7/2-)   	                         	4680      	        	18        	        	          	        	          	          	        
39 	K      	19 	20 	7700.1    	0.9     	(3/2-,5/2,7/2-)   	                         	3023      	        	18        	        	          	        	          	          	        
39 	K      	19 	20 	7700.1    	0.9     	(3/2-,5/2,7/2-)   	                         	3816      	        	20        	        	          	        	          	          	        
39 	K      	19 	20 	7700.1    	0.9     	(3/2-,5/2,7/2-)   	                         	2962      	        	11        	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	3200      	        	76        	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	2551      	        	12        	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	4695      	        	14        	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	2395      	        	32        	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	3776      	        	9.3       	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	3038      	        	6.9       	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	2540      	        	18        	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	4117      	        	9.0       	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	1999      	        	7.2       	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	3620      	        	29        	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	2703      	        	5.2       	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	7714      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	2449      	        	16        	        	          	        	          	          	        
39 	K      	19 	20 	7714.8    	0.9     	(5/2-)            	                         	3831      	        	8.6       	        	          	        	          	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	2138      	        	1.0       	        	          	        	          	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	7738      	        	33        	        	          	        	          	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	3855      	        	2.1       	        	          	        	          	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	2473      	        	2.1       	        	          	        	          	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	1911      	        	5.2       	        	          	        	          	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	5216      	        	33        	        	          	        	          	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	3655      	        	27        	        	D(+Q)     	+0.06   	0.09      	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	2419      	        	2.1       	        	          	        	          	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	4719      	        	100       	        	D+Q       	+0.06   	0.02      	          	        
39 	K      	19 	20 	7739.1    	0.7     	3/2-              	1.1 KEV 0.2              	3264      	        	1.3       	        	          	        	          	          	        
39 	K      	19 	20 	7756.3    	0.9     	(3/2-,5/2+)       	                         	5233      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7756.3    	0.9     	(3/2-,5/2+)       	                         	3673      	        	10.0      	        	          	        	          	          	        
39 	K      	19 	20 	7756.3    	0.9     	(3/2-,5/2+)       	                         	1967      	        	4.0       	        	          	        	          	          	        
39 	K      	19 	20 	7756.3    	0.9     	(3/2-,5/2+)       	                         	4942      	        	6.2       	        	          	        	          	          	        
39 	K      	19 	20 	7756.3    	0.9     	(3/2-,5/2+)       	                         	3281      	        	2.3       	        	          	        	          	          	        
39 	K      	19 	20 	7756.3    	0.9     	(3/2-,5/2+)       	                         	1928      	        	3.8       	        	          	        	          	          	        
39 	K      	19 	20 	7756.3    	0.9     	(3/2-,5/2+)       	                         	4736      	        	33        	        	          	        	          	          	        
39 	K      	19 	20 	7756.3    	0.9     	(3/2-,5/2+)       	                         	3018      	        	7.7       	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	3678      	        	5.9       	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	3036      	        	3.6       	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	1834      	        	5.0       	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	5250      	        	43        	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	3647      	        	8.6       	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	2454      	        	14        	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	1732      	        	7.0       	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	3890      	        	21        	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	3259      	        	14.5      	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	2173      	        	5.9       	        	          	        	          	          	        
39 	K      	19 	20 	7773.4    	0.9     	(3/2-,5/2+)       	                         	7773      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7776.4    	0.2     	17/2+             	2.3 PS 1.2               	1301.18   	0.11    	83        	4       	M1+E2     	-0.9    	0.3       	          	        
39 	K      	19 	20 	7776.4    	0.2     	17/2+             	2.3 PS 1.2               	635.8     	0.2     	3.3       	0.4     	D         	        	          	          	        
39 	K      	19 	20 	7776.4    	0.2     	17/2+             	2.3 PS 1.2               	1342.0    	0.2     	100       	4       	(E2)      	        	          	          	        
39 	K      	19 	20 	7785.2    	0.9     	(1/2,3/2,5/2+)    	                         	3690      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7785.2    	0.9     	(1/2,3/2,5/2+)    	                         	4765      	        	35        	        	          	        	          	          	        
39 	K      	19 	20 	7785.2    	0.9     	(1/2,3/2,5/2+)    	                         	1957      	        	9         	        	          	        	          	          	        
39 	K      	19 	20 	7785.2    	0.9     	(1/2,3/2,5/2+)    	                         	3846      	        	24        	        	          	        	          	          	        
39 	K      	19 	20 	7785.2    	0.9     	(1/2,3/2,5/2+)    	                         	7784      	        	50        	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	3121      	        	1.8       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	7797      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	2086      	        	3.6       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	3858      	        	2.2       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	3283      	        	9.8       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	2787      	        	1.8       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	5274      	        	3.8       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	2009      	        	3.1       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	3714      	        	3.1       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	3278      	        	1.5       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	2478      	        	3.8       	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	4984      	        	35        	        	          	        	          	          	        
39 	K      	19 	20 	7797.9    	0.9     	(3/2-,5/2+)       	                         	3671      	        	12.4      	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	3676      	        	45        	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	3126      	        	11        	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	7801      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	1975      	        	4.5       	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	4205      	        	25        	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	3287      	        	9.4       	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	2639      	        	5.8       	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	4988      	        	58        	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	1256      	        	4.5       	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	3919      	        	17        	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	3282      	        	24        	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	2483      	        	10        	        	          	        	          	          	        
39 	K      	19 	20 	7802.4    	0.9     	(5/2-)            	                         	4782      	        	8.7       	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	2485      	        	5.9       	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	4785      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	3678      	        	33        	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	3128      	        	17        	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	5282      	        	10        	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	1977      	        	19        	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	4207      	        	29        	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	3290      	        	3.4       	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	2641      	        	9.0       	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	4991      	        	34        	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	1258      	        	5.2       	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	3921      	        	11        	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	3285      	        	30        	        	          	        	          	          	        
39 	K      	19 	20 	7805.3    	0.9     	(5/2-)            	                         	7804      	        	38        	        	          	        	          	          	        
39 	K      	19 	20 	7821.1    	0.9     	(1/2-,3/2,5/2+)   	                         	3881      	        	4         	AP      	          	        	          	          	        
39 	K      	19 	20 	7821.1    	0.9     	(1/2-,3/2,5/2+)   	                         	3346      	        	16        	        	          	        	          	          	        
39 	K      	19 	20 	7821.1    	0.9     	(1/2-,3/2,5/2+)   	                         	7820      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7821.1    	0.9     	(1/2-,3/2,5/2+)   	                         	3737      	        	13        	        	          	        	          	          	        
39 	K      	19 	20 	7821.1    	0.9     	(1/2-,3/2,5/2+)   	                         	1993      	        	3.6       	        	          	        	          	          	        
39 	K      	19 	20 	7821.1    	0.9     	(1/2-,3/2,5/2+)   	                         	3937      	        	4         	AP      	          	        	          	          	        
39 	K      	19 	20 	7821.1    	0.9     	(1/2-,3/2,5/2+)   	                         	3725      	        	8.4       	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	3763      	        	14        	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	3332      	        	38        	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	4827      	        	86        	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	3756      	        	11        	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	3109      	        	37        	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	7846      	        	45        	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	3963      	        	50        	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	3372      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	3108      	        	37        	        	          	        	          	          	        
39 	K      	19 	20 	7847.3    	1.2     	(3/2,5/2+)        	                         	5324      	        	29        	        	          	        	          	          	        
39 	K      	19 	20 	7867.1    	2.1     	(11/2+:19/2+)     	0.17 PS LT               	1392      	        	100       	        	          	        	          	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	2549      	        	1.5       	        	          	        	          	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	7867      	        	100       	        	D+Q       	-1.95   	0.08      	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	3929      	        	13        	        	          	        	          	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	3130      	        	2.1       	        	          	        	          	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	2268      	        	2.3       	        	          	        	          	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	5054      	        	13        	        	          	        	          	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	3192      	        	2.3       	        	          	        	          	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	2603      	        	34        	        	D(+Q)     	-0.05   	0.05      	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	1929      	        	4.9       	        	          	        	          	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	3985      	        	36        	        	D(+Q)     	-0.04   	0.05      	          	        
39 	K      	19 	20 	7868.6    	1.1     	(3/2-,5/2+)       	                         	3131      	        	1.7       	        	          	        	          	          	        
39 	K      	19 	20 	7958.3    	0.9     	(1/2,3/2,5/2+)    	                         	4938      	        	7.0       	        	          	        	          	          	        
39 	K      	19 	20 	7958.3    	0.9     	(1/2,3/2,5/2+)    	                         	7957      	        	37        	        	          	        	          	          	        
39 	K      	19 	20 	7958.3    	0.9     	(1/2,3/2,5/2+)    	                         	2639      	        	15        	        	          	        	          	          	        
