A  	Element	A  	N  	Energy    	Unc     	JPi               	T1/2 (txt)               
15 	O      	8  	7  	12835     	3       	                  	16 KEV 1                 
15 	O      	8  	7  	13008     	3       	                  	215 KEV 3                
15 	O      	8  	7  	13025     	3       	                  	40 KEV 30                
15 	O      	8  	7  	13450     	        	(1/2,3/2)+        	1000 KEV AP              
15 	O      	8  	7  	13490     	        	(3/2+)            	                         
15 	O      	8  	7  	13600     	        	5/2+              	                         
15 	O      	8  	7  	13700     	        	3/2-              	                         
15 	O      	8  	7  	13790     	        	3/2-              	                         
15 	O      	8  	7  	13870     	        	                  	150 KEV AP               
15 	O      	8  	7  	14030     	40      	(1/2-,3/2-)       	160 KEV 20               
15 	O      	8  	7  	14170     	        	5/2-              	                         
15 	O      	8  	7  	14270     	10      	1/2+              	340 KEV 30               
15 	O      	8  	7  	14340     	        	5/2+              	240 KEV                  
15 	O      	8  	7  	14465     	10      	3/2+,5/2+         	100 KEV 10               
15 	O      	8  	7  	14700     	40      	                  	170 KEV 35               
15 	O      	8  	7  	14950     	40      	                  	400 KEV 25               
15 	O      	8  	7  	15050     	10      	(13/2+)           	                         
15 	O      	8  	7  	15100     	        	(1/2,3/2)+        	1000 KEV AP              
15 	O      	8  	7  	15450     	30      	                  	70 KEV 20                
15 	O      	8  	7  	15540     	10      	                  	                         
15 	O      	8  	7  	15600     	10      	                  	                         
15 	O      	8  	7  	15650     	10      	                  	                         
15 	O      	8  	7  	15800     	10      	                  	                         
15 	O      	8  	7  	15900     	15      	1/2-,3/2-         	350 KEV                  
15 	O      	8  	7  	16050     	20      	                  	185 KEV AP               
15 	O      	8  	7  	16100     	20      	                  	                         
15 	O      	8  	7  	16210     	20      	                  	140 KEV AP               
15 	O      	8  	7  	16430     	75      	1/2+              	560 KEV 100              
15 	O      	8  	7  	16750     	50      	                  	                         
15 	O      	8  	7  	17050     	60      	(1/2,3/2)+        	700 KEV 70               
15 	O      	8  	7  	17460     	20      	                  	                         
15 	O      	8  	7  	17510     	20      	1/2-,3/2-         	640 KEV 120              
15 	O      	8  	7  	17990     	50      	1/2-,3/2-         	200 KEV                  
15 	O      	8  	7  	18230     	50      	                  	                         
15 	O      	8  	7  	18670     	60      	(1/2,3/2)+        	520 KEV 110              
15 	O      	8  	7  	19030     	50      	                  	1120 KEV 300             
15 	O      	8  	7  	19570     	80      	(1/2,3/2)+        	780 KEV 270              
15 	O      	8  	7  	19910     	50      	                  	                         
15 	O      	8  	7  	20420     	70      	(3/2,1/2)+        	970 KEV 240              
15 	O      	8  	7  	21560     	70      	(3/2,1/2)+        	730 KEV 120              
15 	O      	8  	7  	23.8E+3   	1       	                  	500 KEV LE               
15 	O      	8  	7  	26000     	        	(13/2-)           	600 KEV AP               
15 	O      	8  	7  	28000     	        	(9/2-,11/2-)      	2500 KEV AP              
15 	O      	8  	7  	29000     	        	                  	2500 KEV AP              
