      8      8      0     8     8     8       0d5/2n     5     1     1      -114.5642137      -3.204922236      -117.7691359      0.9782048673
     12     12      0     8     8     8       0d5/2n     5     1     1      -124.1932007      -4.166784326       -128.359985      0.9757109849
     16     16      0     8     8     8       0d5/2n     5     1     1       -126.592145      -4.417716284      -131.0098613      0.9754055695
     20     20      0     8     8     8       0d5/2n     5     1     1      -126.9795832      -4.421118479      -131.4007017      0.9754691818
     24     24      0     8     8     8       0d5/2n     5     1     1      -126.7845456      -4.318058372      -131.1026039      0.9757005527
     28     28      0     8     8     8       0d5/2n     5     1     1      -126.2460775      -4.141989846      -130.3880673      0.9761897889
      8      8      0    10     8     8       0d5/2n     5     1     1      -121.1809889      -3.875388734      -125.0563777      0.9769327441
     12     12      0    10     8     8       0d5/2n     5     1     1      -126.6058061      -4.423435112      -131.0292412      0.9752732789
     16     16      0    10     8     8       0d5/2n     5     1     1      -127.3139233      -4.531193732       -131.845117      0.9750922708
     20     20      0    10     8     8       0d5/2n     5     1     1      -127.2307551      -4.512188467      -131.7429436      0.9751726141
     24     24      0    10     8     8       0d5/2n     5     1     1      -127.0992355      -4.446519356      -131.5457549      0.9753548997
     28     28      0    10     8     8       0d5/2n     5     1     1      -126.8640425      -4.342046674      -131.2060892        0.97559579
      8   13.3      0    12     8     8       0d5/2n     5     1     1      -125.3109177      -4.314542359      -129.6254601       0.976085561
     12  14.77      0    12     8     8       0d5/2n     5     1     1      -127.7399683      -4.545491913      -132.2854602      0.9751051175
     16   14.9      0    12     8     8       0d5/2n     5     1     1      -127.4977271      -4.571096294      -132.0688234       0.974992779
     20  16.21      0    12     8     8       0d5/2n     5     1     1      -127.2622471       -4.53921578      -131.8014629      0.9750464838
     24  17.01      0    12     8     8       0d5/2n     5     1     1       -127.189998        -4.4984293      -131.6884273       0.975166052
     28  17.75      0    12     8     8       0d5/2n     5     1     1      -127.0961262       -4.43789403      -131.5340202      0.9753237716
