      8     8    28    28      -384.223338972      -62.7659283085      -446.989267281      -7.98195120145
     12     8    28    28      -397.537350877      -108.151120724      -505.688471601      -9.03015127859
     16     8    28    28      -396.850012381      -131.173528003      -528.023540384      -9.42899179257
     20     8    28    28      -396.244335807      -136.956021574      -533.200357381      -9.52143495322
     24     8    28    28       -392.90979236      -137.802069251      -530.711861611      -9.47699752877
     28     8    28    28      -381.474018392      -137.892539504      -519.366557895      -9.27440281955
      8    10    28    28      -419.809728163      -76.1578595048      -495.967587668       -8.8565640655
     12    10    28    28      -397.651324479      -126.330272547      -523.981597026      -9.35681423261
     16    10    28    28      -397.468659443      -139.878587966      -537.347247409      -9.59548656087
     20    10    28    28      -396.975484052      -141.177785461      -538.153269513      -9.60987981273
     24    10    28    28      -395.627545843      -140.920015553      -536.547561396       -9.5812064535
     28    10    28    28      -391.376585647      -141.087680642      -532.464266289      -9.50829046944
      8    12    28    28      -443.280655816      -86.0509513828      -529.331607199      -9.45235012854
     12    12    28    28      -397.710154707      -135.275788973       -532.98594368      -9.51760613713
     16    12    28    28      -397.568562986      -142.466442022      -540.035005008      -9.64348223228
     20    12    28    28      -397.571105818      -141.765093973      -539.336199791       -9.6310035677
     24    12    28    28      -396.816883676       -141.15563339      -537.972517066      -9.60665209046
     28    12    28    28      -394.160243847      -141.608125242       -535.76836909      -9.56729230517
