      8   13.3      0    12     8     8       0d5/2p     5     1    -1      -125.3109177     -0.5717140144      -125.8826317      0.9762607409
     12  14.77      0    12     8     8       0d5/2p     5     1    -1      -127.7399683     -0.8210323795      -128.5610006       0.975418614
     16   14.9      0    12     8     8       0d5/2p     5     1    -1      -127.4977271     -0.8393904236      -128.3371175      0.9753068952
     20  16.21      0    12     8     8       0d5/2p     5     1    -1      -127.2622471      -0.794022391      -128.0562695      0.9753757717
     24  17.01      0    12     8     8       0d5/2p     5     1    -1       -127.189998     -0.7320379234      -127.9220359      0.9755115159
     28  17.75      0    12     8     8       0d5/2p     5     1    -1      -127.0961262     -0.6435627135      -127.7396889      0.9756763276
      8   13.3      0    12     8     8       1s1/2p     1     1    -1      -125.3109177      0.1384231135      -125.1724946      0.9678629177
     12  14.77      0    12     8     8       1s1/2p     1     1    -1      -127.7399683      0.2016476134      -127.5383207      0.9683275469
     16   14.9      0    12     8     8       1s1/2p     1     1    -1      -127.4977271      0.2972670597        -127.20046      0.9678823085
     20  16.21      0    12     8     8       1s1/2p     1     1    -1      -127.2622471      0.5018790619       -126.760368      0.9674287983
     24  17.01      0    12     8     8       1s1/2p     1     1    -1       -127.189998      0.7858317219      -126.4041663      0.9669479469
     28  17.75      0    12     8     8       1s1/2p     1     1    -1      -127.0961262       1.171265673      -125.9248605      0.9663827466
      8   13.3      0    12     8     8       0d3/2p     3     1    -1      -125.3109177       5.827533798      -119.4833839       0.970323486
     12  14.77      0    12     8     8       0d3/2p     3     1    -1      -127.7399683       5.657077105      -122.0828912      0.9705987114
     16   14.9      0    12     8     8       0d3/2p     3     1    -1      -127.4977271       5.946182199      -121.5515449       0.967528365
     20  16.21      0    12     8     8       0d3/2p     3     1    -1      -127.2622471       6.348243883      -120.9140032      0.9644745939
     24  17.01      0    12     8     8       0d3/2p     3     1    -1       -127.189998       6.772699416      -120.4172986      0.9622837653
     28  17.75      0    12     8     8       0d3/2p     3     1    -1      -127.0961262       7.235709878      -119.8604163      0.9606489879
