      8     8     6     8      -68.7958044249      -21.0884308318      -89.8842352567      -6.42030251833
     12     8     6     8        -71.74699117       -27.053720636       -98.800711806      -7.05719370043
     16     8     6     8      -71.7641227847      -29.2032671428      -100.967389927      -7.21195642339
     20     8     6     8      -71.6743961882      -29.6416729151      -101.316069103      -7.23686207881
     24     8     6     8      -71.4335790063      -29.6852552116      -101.118834218       -7.2227738727
     28     8     6     8      -71.0022573526      -29.6199303514      -100.622187704      -7.18729912171
      8    10     6     8      -71.7597025417      -24.0418188788      -95.8015214205      -6.84296581575
     12    10     6     8      -71.7948217493       -29.102346968      -100.897168717      -7.20694062266
     16    10     6     8      -71.7755416798      -29.8062580981      -101.581799778      -7.25584284128
     20    10     6     8      -71.7543546055      -29.7707978601      -101.525152466      -7.25179660469
     24    10     6     8      -71.6732884634      -29.7315404562       -101.40482892      -7.24320206569
     28    10     6     8      -71.4846007964      -29.6972384238       -101.18183922      -7.22727423001
      8    12     6     8      -72.9273325903      -26.5420493528      -99.4693819431      -7.10495585308
     12    12     6     8      -71.7982094843      -30.0735899188      -101.871799403      -7.27655710022
     16    12     6     8      -71.7792647348      -29.9698354032      -101.749100138        -7.267792867
     20    12     6     8      -71.7694172049      -29.7916095894      -101.561026794      -7.25435905674
     24    12     6     8      -71.7392299484      -29.7536512404      -101.492881189      -7.24949151349
     28    12     6     8       -71.663412383      -29.7327853281      -101.396197711      -7.24258555079
