A  	Element	A  	N  	Energy    	Unc     	JPi               	T1/2 (txt)               
17 	O      	8  	9  	12998.2   	10      	5/2-              	2.5 KEV 10               
17 	O      	8  	9  	13076     	15      	                  	16 KEV 4                 
17 	O      	8  	9  	13484     	15      	                  	120 KEV AP               
17 	O      	8  	9  	13580     	20      	(11/2-,13/2-)     	68 KEV 19                
17 	O      	8  	9  	13609     	15      	                  	250 KEV 100              
17 	O      	8  	9  	13635.3   	25      	(5/2)+            	9 KEV 5                  
17 	O      	8  	9  	13670     	        	                  	400 KEV                  
17 	O      	8  	9  	1415E+1   	10      	(9/2+,11/2+)      	100 KEV AP               
17 	O      	8  	9  	14230.3   	17      	7/2-              	20.5 KEV 16              
17 	O      	8  	9  	14286     	3       	                  	7.5 KEV 4                
17 	O      	8  	9  	14451     	3       	                  	40 KEV 6                 
17 	O      	8  	9  	14720     	        	9/2-              	35 KEV 11                
17 	O      	8  	9  	1476E+1   	10      	(GE 3/2)          	340 KEV                  
17 	O      	8  	9  	14791     	3       	(1/2-)            	36 KEV 13                
17 	O      	8  	9  	15000     	        	                  	180 KEV                  
17 	O      	8  	9  	1510E+1   	10      	(9/2+,11/2+)      	500 KEV AP               
17 	O      	8  	9  	15199     	3       	                  	52 KEV 14                
17 	O      	8  	9  	15368     	3       	(5/2+)            	40 KEV 6                 
17 	O      	8  	9  	15600     	        	                  	300 KEV AP               
17 	O      	8  	9  	15780     	20      	(13/2-)           	30 KEV LE                
17 	O      	8  	9  	1595E+1   	15      	(9/2+,11/2+)      	700 KEV AP               
17 	O      	8  	9  	16243     	4       	(9/2+)            	21 KEV 10                
17 	O      	8  	9  	16580     	10      	(1/2,3/2)-        	300 KEV AP               
17 	O      	8  	9  	1660E+1   	15      	(11/2-,13/2-)     	                         
17 	O      	8  	9  	17060     	20      	11/2-             	20 KEV LE                
17 	O      	8  	9  	17436     	11      	                  	66 KEV 20                
17 	O      	8  	9  	17920     	20      	                  	98 KEV 16                
17 	O      	8  	9  	18110     	4       	3/2-              	46 KEV 12                
17 	O      	8  	9  	18720     	20      	                  	87 KEV 33                
17 	O      	8  	9  	1960E+1   	15      	(13/2+,15/2+)     	250 KEV AP               
17 	O      	8  	9  	19820     	40      	3/2               	550 KEV 50               
17 	O      	8  	9  	20140     	20      	11/2-             	31 KEV 5                 
17 	O      	8  	9  	2020E+1   	15      	(13/2+,15/2+)     	250 KEV AP               
17 	O      	8  	9  	20390     	50      	5/2,7/2-          	660 KEV 70               
17 	O      	8  	9  	20580     	50      	1/2               	570 KEV 80               
17 	O      	8  	9  	20700     	20      	(9/2-)            	20 KEV LE                
17 	O      	8  	9  	21050     	50      	3/2               	470 KEV 60               
17 	O      	8  	9  	21200     	        	(13/2+,15/2+)     	                         
17 	O      	8  	9  	2170E+1   	10      	5/2+              	750 KEV AP               
17 	O      	8  	9  	2210E+1   	10      	7/2-              	750 KEV AP               
17 	O      	8  	9  	2250E+1   	20      	3/2(-)            	1000 KEV AP              
17 	O      	8  	9  	23E3      	        	                  	6000 KEV AP              
17 	O      	8  	9  	23.0E3    	        	1/2+              	400 KEV AP               
17 	O      	8  	9  	23500     	        	                  	                         
17 	O      	8  	9  	24400     	        	                  	                         
